feature,importance
mom_60,0.03841645798222148
mom_30,0.03495819914740921
vol_30,0.034846563534775984
vol_15,0.03476518146147262
dist_ma_30,0.03403915603791495
imbalance_15,0.03396837518559862
vol_regime_ratio,0.03379436224856716
macd_hist,0.032808642757974876
range_15,0.03153264162724473
atr_norm,0.03142829263495816
trend_strength,0.030867422906899568
imbalance_5,0.028855697047475502
mom_10,0.027938476388528245
range_5,0.027425230670698065
dom_sin,0.02738807803641767
dist_ma_15,0.026846444362053166
mom_15,0.026838031169888178
vol_ratio_5_30,0.026303747133680486
range_ratio,0.02628249006566734
vol_5,0.02512080504606796
trend_x_imb,0.02493031484830631
dist_ma_15_z,0.024779835098294692
mom_5,0.023425477163057467
mr_x_vol,0.023221670674224912
hour_cos,0.022986736913372573
mom_x_imb,0.02199470647901029
trades_z,0.02062248776388998
mom_3,0.020543628114130262
dom_cos,0.020430594054307527
dist_ma_5,0.020195095957100208
hour_sin,0.019515641459501205
num_trades_mom_5,0.019117905861621952
bar_range,0.01871905800510998
volume_z,0.01854702400656604
imbalance,0.018436553213041242
volume_mom_5,0.01838123554480093
month_cos,0.014461383337483294
dow_sin,0.013948521945680073
dow_cos,0.00882367872443936
month_sin,0.00748563629546215
is_high_vol,0.0029316083209325315
is_trending,0.0020769107741530567
