feature,importance
vol_30,0.03931001552169693
mom_60,0.034114223101798416
imbalance_15,0.03408603744862744
mom_30,0.032861151420895664
vol_15,0.03218584720844874
vol_regime_ratio,0.032027707403556226
dist_ma_30,0.031454550148762236
atr_norm,0.03129549691835945
trend_strength,0.030977199377911147
range_15,0.03093277121151881
mom_15,0.029691117200281586
macd_hist,0.02919131446185247
range_5,0.029105216550530444
dom_sin,0.029049459761365647
vol_5,0.027190787673119193
imbalance_5,0.02706453490613377
mom_10,0.02565919125988061
vol_ratio_5_30,0.025538994406977326
trend_x_imb,0.025142708072689757
dist_ma_15_z,0.02436376037067298
range_ratio,0.024155833221728883
mr_x_vol,0.02394316214644888
dist_ma_5,0.023743720545447593
mom_x_imb,0.023667666298725132
hour_cos,0.02364709380735877
dom_cos,0.023513990031316573
dist_ma_15,0.023503628080865254
mom_5,0.022806403977163842
imbalance,0.02073255397446484
bar_range,0.020706687427708134
mom_3,0.02043493427457735
volume_mom_5,0.019992343579881805
volume_z,0.019871328799000783
trades_z,0.019852312185711485
hour_sin,0.019065365755733817
num_trades_mom_5,0.01863655363959362
month_cos,0.016503145016382916
dow_sin,0.013299733029889679
dow_cos,0.008729703272373724
month_sin,0.008244392277714193
is_high_vol,0.001933203483430268
is_trending,0.0017741607494037106
